cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-surface,stem-color,has-ring,ring-type,habitat,season
53.97,,,,,,,,28.61,28.46,,,,,,
46.1,,,,,,,,27.51,25.5,,,,,,
21.72,,,,,,,,32.48,39.34,,,,,,
46.88,,,,,,,,29.03,25.31,,,,,,
51.39,,,,,,,,42.19,20.65,,,,,,
52.15,,,,,,,,30.18,38.35,,,,,,
49.74,,,,,,,,28.51,14.06,,,,,,
19.6,,,,,,,,29.27,4.12,,,,,,
22.62,,,,,,,,31.13,25.52,,,,,,
44.66,,,,,,,,29.98,1.73,,,,,,
52.79,,,,,,,,27.39,32.82,,,,,,
18.44,,,,,,,,23.04,30.86,,,,,,
25.52,,,,,,,,29.93,28.98,,,,,,
53.73,,,,,,,,31.61,31.6,,,,,,
57.01,,,,,,,,19.21,15.05,,,,,,
27.33,,,,,,,,25.22,38.7,,,,,,
18.24,,,,,,,,28.48,0.6,,,,,,
24.85,,,,,,,,26.65,20.25,,,,,,
52.18,,,,,,,,50.78,22.94,,,,,,
20.96,,,,,,,,30.31,18.98,,,,,,
20.12,,,,,,,,28.03,26.85,,,,,,
24.69,,,,,,,,29.37,19.55,,,,,,
54.01,,,,,,,,26.35,35.72,,,,,,
14.49,,,,,,,,31.43,24.48,,,,,,
48.62,,,,,,,,24.33,31.44,,,,,,
42.27,,,,,,,,31.18,36.54,,,,,,
18.62,,,,,,,,33.61,31.4,,,,,,
30.32,,,,,,,,23.27,33.62,,,,,,
54.49,,,,,,,,21.47,34.36,,,,,,
23.39,,,,,,,,33.26,23.07,,,,,,
22.08,,,,,,,,30.43,23.36,,,,,,
26.19,,,,,,,,26.09,39.03,,,,,,
42.62,,,,,,,,47.33,43.21,,,,,,
19.72,,,,,,,,26.53,18.28,,,,,,
25.43,,,,,,,,,27.08,,,,,,
22.39,,,,,,,,,25.84,,,,,,
20.62,,,,,,,,,49.04,,,,,,
21.04,,,,,,,,,30.68,,,,,,
54.76,,,,,,,,,16.0,,,,,,
24.63,,,,,,,,,21.42,,,,,,
22.73,,,,,,,,,2.8,,,,,,
53.3,,,,,,,,,22.8,,,,,,
23.48,,,,,,,,,32.9,,,,,,
55.86,,,,,,,,,15.89,,,,,,
53.41,,,,,,,,,21.85,,,,,,
24.5,,,,,,,,,29.65,,,,,,
24.77,,,,,,,,,9.26,,,,,,
22.21,,,,,,,,,32.21,,,,,,
46.26,,,,,,,,,14.79,,,,,,
51.72,,,,,,,,,29.91,,,,,,
58.34,,,,,,,,,25.85,,,,,,
22.3,,,,,,,,,11.6,,,,,,
27.97,,,,,,,,,30.56,,,,,,
44.67,,,,,,,,,21.69,,,,,,
47.35,,,,,,,,,27.37,,,,,,
24.79,,,,,,,,,27.46,,,,,,
26.36,,,,,,,,,24.62,,,,,,
39.59,,,,,,,,,43.65,,,,,,
22.58,,,,,,,,,1.86,,,,,,
14.44,,,,,,,,,27.94,,,,,,
18.52,,,,,,,,,31.63,,,,,,
54.91,,,,,,,,,43.59,,,,,,
53.43,,,,,,,,,10.93,,,,,,
23.21,,,,,,,,,15.66,,,,,,
44.3,,,,,,,,,11.85,,,,,,
24.15,,,,,,,,,47.4,,,,,,
25.72,,,,,,,,,20.79,,,,,,
20.44,,,,,,,,,1.79,,,,,,
54.24,,,,,,,,,24.72,,,,,,
54.88,,,,,,,,,28.29,,,,,,
58.79,,,,,,,,,21.01,,,,,,
46.51,,,,,,,,,35.43,,,,,,
49.93,,,,,,,,,34.6,,,,,,
29.63,,,,,,,,,28.16,,,,,,
45.78,,,,,,,,,50.55,,,,,,
23.82,,,,,,,,,32.79,,,,,,
23.53,,,,,,,,,8.82,,,,,,
19.27,,,,,,,,,11.36,,,,,,
48.46,,,,,,,,,26.73,,,,,,
51.4,,,,,,,,,32.29,,,,,,
26.4,,,,,,,,,16.14,,,,,,
22.33,,,,,,,,,19.82,,,,,,
27.07,,,,,,,,,45.03,,,,,,
49.23,,,,,,,,,47.34,,,,,,
53.13,,,,,,,,,30.69,,,,,,
26.7,,,,,,,,,22.63,,,,,,
17.83,,,,,,,,,28.25,,,,,,
50.18,,,,,,,,,30.39,,,,,,
53.12,,,,,,,,,30.03,,,,,,
18.97,,,,,,,,,34.32,,,,,,
58.41,,,,,,,,,49.86,,,,,,
21.81,,,,,,,,,60.52,,,,,,
25.83,,,,,,,,,41.51,,,,,,
45.68,,,,,,,,,27.13,,,,,,
42.24,,,,,,,,,48.64,,,,,,
39.95,,,,,,,,,29.78,,,,,,
56.4,,,,,,,,,2.1,,,,,,
49.44,,,,,,,,,25.7,,,,,,
54.34,,,,,,,,,21.04,,,,,,
18.28,,,,,,,,,18.61,,,,,,
50.19,,,,,,,,,34.61,,,,,,
51.56,,,,,,,,,19.23,,,,,,
51.12,,,,,,,,,29.68,,,,,,
48.65,,,,,,,,,24.57,,,,,,
18.23,,,,,,,,,21.91,,,,,,
50.25,,,,,,,,,33.79,,,,,,
42.25,,,,,,,,,29.24,,,,,,
45.88,,,,,,,,,29.96,,,,,,
53.47,,,,,,,,,26.1,,,,,,
26.95,,,,,,,,,29.47,,,,,,
26.16,,,,,,,,,34.03,,,,,,
23.38,,,,,,,,,22.04,,,,,,
54.65,,,,,,,,,7.72,,,,,,
26.37,,,,,,,,,26.67,,,,,,
23.96,,,,,,,,,38.01,,,,,,
18.18,,,,,,,,,28.81,,,,,,
55.43,,,,,,,,,8.86,,,,,,
46.02,,,,,,,,,31.51,,,,,,
45.34,,,,,,,,,15.56,,,,,,
18.49,,,,,,,,,27.87,,,,,,
23.19,,,,,,,,,4.79,,,,,,
48.37,,,,,,,,,30.52,,,,,,
21.74,,,,,,,,,27.61,,,,,,
80.67,,,,,,,,,32.97,,,,,,
26.32,,,,,,,,,21.84,,,,,,
24.42,,,,,,,,,20.03,,,,,,
50.62,,,,,,,,,29.7,,,,,,
44.91,,,,,,,,,30.6,,,,,,
50.71,,,,,,,,,73.74,,,,,,
43.4,,,,,,,,,26.58,,,,,,
18.31,,,,,,,,,31.08,,,,,,
45.85,,,,,,,,,44.27,,,,,,
0.45,,,,,,,,,41.52,,,,,,
46.64,,,,,,,,,38.2,,,,,,
46.05,,,,,,,,,52.15,,,,,,
26.38,,,,,,,,,30.45,,,,,,
57.3,,,,,,,,,33.8,,,,,,
51.17,,,,,,,,,45.27,,,,,,
55.36,,,,,,,,,39.93,,,,,,
53.79,,,,,,,,,42.07,,,,,,
27.74,,,,,,,,,37.0,,,,,,
21.57,,,,,,,,,24.28,,,,,,
52.44,,,,,,,,,27.15,,,,,,
47.29,,,,,,,,,34.65,,,,,,
21.83,,,,,,,,,25.45,,,,,,
40.25,,,,,,,,,38.26,,,,,,
46.93,,,,,,,,,19.05,,,,,,
20.33,,,,,,,,,26.46,,,,,,
53.85,,,,,,,,,29.87,,,,,,
46.37,,,,,,,,,26.36,,,,,,
52.41,,,,,,,,,32.58,,,,,,
55.81,,,,,,,,,30.29,,,,,,
27.6,,,,,,,,,30.05,,,,,,
46.91,,,,,,,,,22.81,,,,,,
20.73,,,,,,,,,37.86,,,,,,
53.64,,,,,,,,,26.2,,,,,,
56.07,,,,,,,,,47.97,,,,,,
47.85,,,,,,,,,17.66,,,,,,
23.67,,,,,,,,,36.07,,,,,,
22.94,,,,,,,,,25.14,,,,,,
54.61,,,,,,,,,38.37,,,,,,
24.16,,,,,,,,,16.72,,,,,,
50.73,,,,,,,,,19.01,,,,,,
25.11,,,,,,,,,33.57,,,,,,
56.73,,,,,,,,,21.52,,,,,,
19.81,,,,,,,,,42.52,,,,,,
51.34,,,,,,,,,35.12,,,,,,
44.06,,,,,,,,,27.2,,,,,,
20.03,,,,,,,,,26.55,,,,,,
23.97,,,,,,,,,20.13,,,,,,
21.36,,,,,,,,,26.96,,,,,,
48.45,,,,,,,,,12.13,,,,,,
23.94,,,,,,,,,41.86,,,,,,
51.88,,,,,,,,,25.3,,,,,,
46.17,,,,,,,,,42.49,,,,,,
18.12,,,,,,,,,22.71,,,,,,
25.81,,,,,,,,,32.06,,,,,,
19.15,,,,,,,,,25.43,,,,,,
23.64,,,,,,,,,8.63,,,,,,
45.37,,,,,,,,,31.12,,,,,,
33.02,,,,,,,,,24.13,,,,,,
45.98,,,,,,,,,32.2,,,,,,
55.08,,,,,,,,,33.38,,,,,,
51.99,,,,,,,,,32.24,,,,,,
43.81,,,,,,,,,50.09,,,,,,
56.51,,,,,,,,,39.85,,,,,,
47.86,,,,,,,,,45.01,,,,,,
44.09,,,,,,,,,34.88,,,,,,
46.78,,,,,,,,,39.69,,,,,,
43.32,,,,,,,,,11.13,,,,,,
57.44,,,,,,,,,30.09,,,,,,
52.75,,,,,,,,,11.05,,,,,,
51.52,,,,,,,,,29.85,,,,,,
25.56,,,,,,,,,30.23,,,,,,
22.98,,,,,,,,,20.64,,,,,,
57.49,,,,,,,,,38.49,,,,,,
43.71,,,,,,,,,33.94,,,,,,
21.8,,,,,,,,,14.58,,,,,,
24.38,,,,,,,,,27.66,,,,,,
20.78,,,,,,,,,50.62,,,,,,
52.65,,,,,,,,,28.99,,,,,,
21.77,,,,,,,,,28.71,,,,,,
21.23,,,,,,,,,3.9,,,,,,
46.94,,,,,,,,,1.87,,,,,,
40.05,,,,,,,,,21.16,,,,,,
27.44,,,,,,,,,30.16,,,,,,
43.8,,,,,,,,,5.2,,,,,,
23.17,,,,,,,,,29.81,,,,,,
26.75,,,,,,,,,20.43,,,,,,
21.56,,,,,,,,,23.82,,,,,,
45.29,,,,,,,,,42.09,,,,,,
46.67,,,,,,,,,20.76,,,,,,
54.26,,,,,,,,,27.53,,,,,,
40.91,,,,,,,,,8.26,,,,,,
22.1,,,,,,,,,40.7,,,,,,
50.17,,,,,,,,,34.76,,,,,,
25.85,,,,,,,,,23.45,,,,,,
45.27,,,,,,,,,19.36,,,,,,
19.49,,,,,,,,,31.01,,,,,,
58.29,,,,,,,,,43.29,,,,,,
46.72,,,,,,,,,34.08,,,,,,
54.77,,,,,,,,,21.32,,,,,,
45.35,,,,,,,,,23.88,,,,,,
41.83,,,,,,,,,18.24,,,,,,
50.22,,,,,,,,,14.48,,,,,,
48.01,,,,,,,,,16.27,,,,,,
46.63,,,,,,,,,17.73,,,,,,
49.11,,,,,,,,,33.39,,,,,,
25.32,,,,,,,,,35.0,,,,,,
56.19,,,,,,,,,10.92,,,,,,
34.12,,,,,,,,,26.08,,,,,,
22.89,,,,,,,,,38.11,,,,,,
54.71,,,,,,,,,34.67,,,,,,
45.66,,,,,,,,,29.67,,,,,,
24.34,,,,,,,,,27.7,,,,,,
28.7,,,,,,,,,26.07,,,,,,
33.03,,,,,,,,,37.02,,,,,,
53.76,,,,,,,,,18.73,,,,,,
16.49,,,,,,,,,35.4,,,,,,
55.49,,,,,,,,,24.77,,,,,,
55.25,,,,,,,,,33.37,,,,,,
49.91,,,,,,,,,22.35,,,,,,
26.42,,,,,,,,,42.37,,,,,,
21.84,,,,,,,,,30.93,,,,,,
54.92,,,,,,,,,25.99,,,,,,
50.6,,,,,,,,,33.04,,,,,,
26.44,,,,,,,,,2.22,,,,,,
56.34,,,,,,,,,30.44,,,,,,
49.95,,,,,,,,,16.42,,,,,,
51.87,,,,,,,,,15.69,,,,,,
44.17,,,,,,,,,40.29,,,,,,
50.11,,,,,,,,,29.48,,,,,,
48.09,,,,,,,,,20.06,,,,,,
19.8,,,,,,,,,34.16,,,,,,
50.61,,,,,,,,,42.17,,,,,,
52.29,,,,,,,,,17.81,,,,,,
48.83,,,,,,,,,43.87,,,,,,
22.83,,,,,,,,,23.89,,,,,,
20.6,,,,,,,,,35.48,,,,,,
23.04,,,,,,,,,19.75,,,,,,
50.96,,,,,,,,,30.67,,,,,,
30.6,,,,,,,,,24.35,,,,,,
50.48,,,,,,,,,34.59,,,,,,
50.09,,,,,,,,,18.85,,,,,,
17.57,,,,,,,,,19.44,,,,,,
50.21,,,,,,,,,62.38,,,,,,
55.51,,,,,,,,,32.65,,,,,,
49.64,,,,,,,,,27.83,,,,,,
51.58,,,,,,,,,10.57,,,,,,
56.29,,,,,,,,,29.17,,,,,,
49.24,,,,,,,,,36.83,,,,,,
24.95,,,,,,,,,28.75,,,,,,
23.33,,,,,,,,,0.61,,,,,,
49.29,,,,,,,,,23.86,,,,,,
39.58,,,,,,,,,23.35,,,,,,
57.12,,,,,,,,,12.21,,,,,,
58.3,,,,,,,,,37.01,,,,,,
40.52,,,,,,,,,28.73,,,,,,
45.77,,,,,,,,,25.46,,,,,,
19.94,,,,,,,,,28.42,,,,,,
51.41,,,,,,,,,26.14,,,,,,
50.42,,,,,,,,,34.63,,,,,,
17.13,,,,,,,,,82.66,,,,,,
49.92,,,,,,,,,28.94,,,,,,
23.47,,,,,,,,,28.14,,,,,,
47.98,,,,,,,,,33.96,,,,,,
19.04,,,,,,,,,30.61,,,,,,
21.0,,,,,,,,,15.71,,,,,,
44.05,,,,,,,,,33.08,,,,,,
38.68,,,,,,,,,23.08,,,,,,
56.26,,,,,,,,,45.87,,,,,,
19.23,,,,,,,,,37.4,,,,,,
48.25,,,,,,,,,10.61,,,,,,
54.04,,,,,,,,,34.79,,,,,,
49.81,,,,,,,,,32.28,,,,,,
54.38,,,,,,,,,20.99,,,,,,
52.21,,,,,,,,,38.84,,,,,,
44.95,,,,,,,,,33.68,,,,,,
45.96,,,,,,,,,20.23,,,,,,
52.33,,,,,,,,,19.7,,,,,,
27.26,,,,,,,,,46.28,,,,,,
55.3,,,,,,,,,32.53,,,,,,
52.31,,,,,,,,,8.42,,,,,,
53.52,,,,,,,,,28.63,,,,,,
21.12,,,,,,,,,22.29,,,,,,
43.13,,,,,,,,,48.81,,,,,,
55.76,,,,,,,,,36.67,,,,,,
23.25,,,,,,,,,47.96,,,,,,
55.26,,,,,,,,,24.83,,,,,,
47.68,,,,,,,,,9.33,,,,,,
22.67,,,,,,,,,30.33,,,,,,
26.04,,,,,,,,,29.74,,,,,,
28.67,,,,,,,,,26.3,,,,,,
54.43,,,,,,,,,32.83,,,,,,
55.16,,,,,,,,,48.44,,,,,,
19.77,,,,,,,,,18.82,,,,,,
52.35,,,,,,,,,34.4,,,,,,
23.02,,,,,,,,,19.38,,,,,,
33.76,,,,,,,,,19.74,,,,,,
49.54,,,,,,,,,9.17,,,,,,
56.12,,,,,,,,,15.64,,,,,,
46.82,,,,,,,,,31.94,,,,,,
49.36,,,,,,,,,49.26,,,,,,
25.4,,,,,,,,,23.47,,,,,,
25.6,,,,,,,,,32.42,,,,,,
28.13,,,,,,,,,49.65,,,,,,
20.11,,,,,,,,,64.63,,,,,,
44.96,,,,,,,,,23.71,,,,,,
44.37,,,,,,,,,35.96,,,,,,
50.79,,,,,,,,,22.2,,,,,,
54.94,,,,,,,,,30.5,,,,,,
24.48,,,,,,,,,29.33,,,,,,
27.32,,,,,,,,,30.25,,,,,,
18.66,,,,,,,,,30.34,,,,,,
26.29,,,,,,,,,22.96,,,,,,
43.26,,,,,,,,,29.64,,,,,,
43.67,,,,,,,,,27.91,,,,,,
23.85,,,,,,,,,8.55,,,,,,
57.22,,,,,,,,,29.36,,,,,,
46.04,,,,,,,,,0.63,,,,,,
49.09,,,,,,,,,22.14,,,,,,
54.41,,,,,,,,,11.09,,,,,,
46.08,,,,,,,,,26.32,,,,,,
49.35,,,,,,,,,16.51,,,,,,
60.97,,,,,,,,,22.41,,,,,,
54.06,,,,,,,,,34.45,,,,,,
53.94,,,,,,,,,29.98,,,,,,
22.0,,,,,,,,,20.7,,,,,,
48.87,,,,,,,,,24.59,,,,,,
24.1,,,,,,,,,30.54,,,,,,
26.13,,,,,,,,,29.95,,,,,,
53.62,,,,,,,,,21.61,,,,,,
21.15,,,,,,,,,27.33,,,,,,
26.69,,,,,,,,,33.56,,,,,,
21.67,,,,,,,,,36.18,,,,,,
25.48,,,,,,,,,27.86,,,,,,
54.79,,,,,,,,,28.87,,,,,,
54.82,,,,,,,,,30.76,,,,,,
55.39,,,,,,,,,20.75,,,,,,
50.69,,,,,,,,,34.52,,,,,,
56.59,,,,,,,,,22.5,,,,,,
56.61,,,,,,,,,33.47,,,,,,
54.85,,,,,,,,,34.2,,,,,,
53.75,,,,,,,,,45.61,,,,,,
55.24,,,,,,,,,28.62,,,,,,
43.83,,,,,,,,,26.28,,,,,,
43.92,,,,,,,,,19.71,,,,,,
53.23,,,,,,,,,24.5,,,,,,
44.25,,,,,,,,,43.72,,,,,,
48.53,,,,,,,,,35.52,,,,,,
54.57,,,,,,,,,22.55,,,,,,
24.9,,,,,,,,,54.01,,,,,,
57.76,,,,,,,,,52.47,,,,,,
48.38,,,,,,,,,18.56,,,,,,
19.86,,,,,,,,,33.46,,,,,,
26.97,,,,,,,,,20.66,,,,,,
50.02,,,,,,,,,26.92,,,,,,
22.85,,,,,,,,,47.87,,,,,,
48.72,,,,,,,,,44.43,,,,,,
47.95,,,,,,,,,25.62,,,,,,
44.33,,,,,,,,,24.47,,,,,,
50.72,,,,,,,,,31.43,,,,,,
55.46,,,,,,,,,39.44,,,,,,
17.77,,,,,,,,,28.59,,,,,,
49.79,,,,,,,,,19.15,,,,,,
48.29,,,,,,,,,36.33,,,,,,
52.36,,,,,,,,,27.26,,,,,,
53.65,,,,,,,,,29.03,,,,,,
56.03,,,,,,,,,42.23,,,,,,
45.33,,,,,,,,,31.02,,,,,,
20.49,,,,,,,,,21.28,,,,,,
18.57,,,,,,,,,38.25,,,,,,
24.54,,,,,,,,,28.82,,,,,,
49.3,,,,,,,,,35.07,,,,,,
50.82,,,,,,,,,33.59,,,,,,
57.08,,,,,,,,,23.22,,,,,,
44.27,,,,,,,,,24.07,,,,,,
28.95,,,,,,,,,28.22,,,,,,
56.78,,,,,,,,,26.21,,,,,,
46.25,,,,,,,,,24.02,,,,,,
46.01,,,,,,,,,29.69,,,,,,
25.76,,,,,,,,,41.76,,,,,,
24.26,,,,,,,,,48.8,,,,,,
23.13,,,,,,,,,27.07,,,,,,
27.16,,,,,,,,,36.65,,,,,,
54.17,,,,,,,,,19.2,,,,,,
26.53,,,,,,,,,30.49,,,,,,
28.46,,,,,,,,,29.16,,,,,,
50.08,,,,,,,,,8.24,,,,,,
44.18,,,,,,,,,27.28,,,,,,
26.62,,,,,,,,,33.66,,,,,,
26.99,,,,,,,,,34.92,,,,,,
53.92,,,,,,,,,0.68,,,,,,
56.08,,,,,,,,,43.68,,,,,,
44.02,,,,,,,,,38.96,,,,,,
43.82,,,,,,,,,34.77,,,,,,
20.81,,,,,,,,,21.26,,,,,,
52.17,,,,,,,,,24.54,,,,,,
45.65,,,,,,,,,29.71,,,,,,
20.47,,,,,,,,,23.39,,,,,,
44.64,,,,,,,,,38.9,,,,,,
22.78,,,,,,,,,36.52,,,,,,
43.63,,,,,,,,,19.69,,,,,,
22.14,,,,,,,,,20.42,,,,,,
28.72,,,,,,,,,26.76,,,,,,
30.63,,,,,,,,,43.13,,,,,,
56.48,,,,,,,,,23.57,,,,,,
51.38,,,,,,,,,34.93,,,,,,
43.64,,,,,,,,,3.84,,,,,,
28.16,,,,,,,,,33.26,,,,,,
24.13,,,,,,,,,30.96,,,,,,
51.89,,,,,,,,,28.17,,,,,,
55.98,,,,,,,,,15.1,,,,,,
31.8,,,,,,,,,3.99,,,,,,
48.73,,,,,,,,,34.23,,,,,,
49.67,,,,,,,,,44.62,,,,,,
46.28,,,,,,,,,25.13,,,,,,
52.88,,,,,,,,,22.4,,,,,,
45.12,,,,,,,,,24.79,,,,,,
27.04,,,,,,,,,47.93,,,,,,
56.04,,,,,,,,,19.76,,,,,,
52.63,,,,,,,,,32.12,,,,,,
19.13,,,,,,,,,27.23,,,,,,
18.13,,,,,,,,,8.54,,,,,,
18.1,,,,,,,,,28.78,,,,,,
44.34,,,,,,,,,42.86,,,,,,
51.28,,,,,,,,,27.31,,,,,,
25.16,,,,,,,,,35.81,,,,,,
20.28,,,,,,,,,22.43,,,,,,
50.44,,,,,,,,,20.57,,,,,,
50.78,,,,,,,,,50.79,,,,,,
42.76,,,,,,,,,24.12,,,,,,
26.17,,,,,,,,,45.1,,,,,,
23.49,,,,,,,,,34.43,,,,,,
43.25,,,,,,,,,12.35,,,,,,
44.15,,,,,,,,,38.71,,,,,,
50.99,,,,,,,,,42.2,,,,,,
52.14,,,,,,,,,46.49,,,,,,
44.29,,,,,,,,,32.33,,,,,,
56.83,,,,,,,,,23.56,,,,,,
43.72,,,,,,,,,48.82,,,,,,
47.34,,,,,,,,,35.3,,,,,,
54.51,,,,,,,,,37.18,,,,,,
58.13,,,,,,,,,32.63,,,,,,
24.94,,,,,,,,,31.54,,,,,,
48.6,,,,,,,,,33.06,,,,,,
57.37,,,,,,,,,32.34,,,,,,
30.33,,,,,,,,,23.3,,,,,,
26.64,,,,,,,,,33.97,,,,,,
21.03,,,,,,,,,19.89,,,,,,
46.32,,,,,,,,,32.62,,,,,,
24.37,,,,,,,,,34.0,,,,,,
47.9,,,,,,,,,35.66,,,,,,
51.19,,,,,,,,,30.75,,,,,,
54.39,,,,,,,,,1.95,,,,,,
44.24,,,,,,,,,49.06,,,,,,
57.27,,,,,,,,,18.99,,,,,,
47.76,,,,,,,,,20.07,,,,,,
27.73,,,,,,,,,38.4,,,,,,
30.34,,,,,,,,,38.12,,,,,,
27.88,,,,,,,,,34.71,,,,,,
56.0,,,,,,,,,17.74,,,,,,
57.07,,,,,,,,,36.77,,,,,,
24.89,,,,,,,,,35.03,,,,,,
54.33,,,,,,,,,47.5,,,,,,
19.18,,,,,,,,,32.52,,,,,,
22.49,,,,,,,,,19.61,,,,,,
50.3,,,,,,,,,38.46,,,,,,
51.09,,,,,,,,,43.49,,,,,,
22.93,,,,,,,,,35.01,,,,,,
53.31,,,,,,,,,17.38,,,,,,
43.14,,,,,,,,,26.57,,,,,,
37.26,,,,,,,,,27.36,,,,,,
54.2,,,,,,,,,36.4,,,,,,
47.11,,,,,,,,,17.59,,,,,,
40.15,,,,,,,,,47.82,,,,,,
48.06,,,,,,,,,58.25,,,,,,
50.93,,,,,,,,,26.26,,,,,,
49.42,,,,,,,,,35.09,,,,,,
45.62,,,,,,,,,37.3,,,,,,
46.97,,,,,,,,,29.8,,,,,,
45.95,,,,,,,,,32.73,,,,,,
57.41,,,,,,,,,32.78,,,,,,
47.94,,,,,,,,,40.17,,,,,,
25.63,,,,,,,,,31.71,,,,,,
22.76,,,,,,,,,46.65,,,,,,
46.86,,,,,,,,,39.27,,,,,,
21.09,,,,,,,,,29.06,,,,,,
25.91,,,,,,,,,40.96,,,,,,
20.43,,,,,,,,,26.0,,,,,,
24.01,,,,,,,,,31.39,,,,,,
53.69,,,,,,,,,30.13,,,,,,
47.32,,,,,,,,,45.97,,,,,,
56.11,,,,,,,,,36.26,,,,,,
47.25,,,,,,,,,14.47,,,,,,
58.62,,,,,,,,,45.37,,,,,,
56.81,,,,,,,,,18.4,,,,,,
26.56,,,,,,,,,18.97,,,,,,
55.92,,,,,,,,,22.58,,,,,,
46.36,,,,,,,,,35.44,,,,,,
28.33,,,,,,,,,32.03,,,,,,
52.07,,,,,,,,,28.09,,,,,,
23.68,,,,,,,,,48.21,,,,,,
56.72,,,,,,,,,58.21,,,,,,
26.65,,,,,,,,,5.44,,,,,,
32.55,,,,,,,,,33.34,,,,,,
53.19,,,,,,,,,33.65,,,,,,
54.72,,,,,,,,,37.35,,,,,,
20.05,,,,,,,,,33.93,,,,,,
19.12,,,,,,,,,49.97,,,,,,
24.3,,,,,,,,,10.69,,,,,,
24.46,,,,,,,,,19.58,,,,,,
43.16,,,,,,,,,33.99,,,,,,
56.16,,,,,,,,,39.06,,,,,,
54.21,,,,,,,,,39.97,,,,,,
58.51,,,,,,,,,30.46,,,,,,
51.43,,,,,,,,,22.23,,,,,,
36.02,,,,,,,,,22.07,,,,,,
50.26,,,,,,,,,21.1,,,,,,
45.07,,,,,,,,,32.86,,,,,,
46.71,,,,,,,,,35.86,,,,,,
25.93,,,,,,,,,9.28,,,,,,
51.57,,,,,,,,,27.78,,,,,,
51.76,,,,,,,,,20.05,,,,,,
27.08,,,,,,,,,41.71,,,,,,
23.7,,,,,,,,,45.55,,,,,,
23.14,,,,,,,,,40.32,,,,,,
24.91,,,,,,,,,25.77,,,,,,
48.16,,,,,,,,,28.95,,,,,,
24.66,,,,,,,,,32.76,,,,,,
49.99,,,,,,,,,24.86,,,,,,
49.97,,,,,,,,,27.64,,,,,,
46.79,,,,,,,,,23.09,,,,,,
43.43,,,,,,,,,37.13,,,,,,
23.12,,,,,,,,,43.33,,,,,,
25.44,,,,,,,,,42.05,,,,,,
54.44,,,,,,,,,41.77,,,,,,
39.84,,,,,,,,,18.8,,,,,,
19.11,,,,,,,,,23.11,,,,,,
52.89,,,,,,,,,45.85,,,,,,
54.83,,,,,,,,,32.02,,,,,,
54.9,,,,,,,,,34.49,,,,,,
54.97,,,,,,,,,32.81,,,,,,
53.86,,,,,,,,,30.35,,,,,,
26.91,,,,,,,,,43.48,,,,,,
21.21,,,,,,,,,19.24,,,,,,
46.83,,,,,,,,,36.39,,,,,,
23.58,,,,,,,,,33.29,,,,,,
23.06,,,,,,,,,32.01,,,,,,
49.4,,,,,,,,,47.1,,,,,,
46.62,,,,,,,,,26.09,,,,,,
62.4,,,,,,,,,1.81,,,,,,
17.81,,,,,,,,,32.71,,,,,,
58.89,,,,,,,,,26.33,,,,,,
44.01,,,,,,,,,31.16,,,,,,
48.93,,,,,,,,,24.6,,,,,,
48.07,,,,,,,,,36.28,,,,,,
55.1,,,,,,,,,19.99,,,,,,
48.9,,,,,,,,,18.5,,,,,,
53.04,,,,,,,,,25.93,,,,,,
20.79,,,,,,,,,21.02,,,,,,
45.57,,,,,,,,,23.58,,,,,,
56.37,,,,,,,,,33.2,,,,,,
24.74,,,,,,,,,38.97,,,,,,
47.78,,,,,,,,,37.47,,,,,,
20.42,,,,,,,,,49.12,,,,,,
24.51,,,,,,,,,19.1,,,,,,
45.97,,,,,,,,,34.25,,,,,,
20.31,,,,,,,,,31.22,,,,,,
25.68,,,,,,,,,37.19,,,,,,
46.48,,,,,,,,,35.67,,,,,,
43.27,,,,,,,,,47.2,,,,,,
58.87,,,,,,,,,34.21,,,,,,
52.84,,,,,,,,,39.55,,,,,,
44.87,,,,,,,,,49.46,,,,,,
50.16,,,,,,,,,37.66,,,,,,
23.43,,,,,,,,,51.94,,,,,,
48.97,,,,,,,,,50.81,,,,,,
57.04,,,,,,,,,33.76,,,,,,
50.97,,,,,,,,,70.21,,,,,,
49.18,,,,,,,,,45.81,,,,,,
44.61,,,,,,,,,39.1,,,,,,
49.89,,,,,,,,,40.87,,,,,,
26.78,,,,,,,,,42.97,,,,,,
43.29,,,,,,,,,27.1,,,,,,
23.73,,,,,,,,,48.14,,,,,,
19.9,,,,,,,,,41.69,,,,,,
53.53,,,,,,,,,19.86,,,,,,
53.89,,,,,,,,,26.17,,,,,,
48.26,,,,,,,,,37.06,,,,,,
21.88,,,,,,,,,36.45,,,,,,
22.22,,,,,,,,,40.78,,,,,,
22.55,,,,,,,,,33.42,,,,,,
55.04,,,,,,,,,31.88,,,,,,
27.36,,,,,,,,,26.88,,,,,,
24.45,,,,,,,,,33.69,,,,,,
26.39,,,,,,,,,37.16,,,,,,
53.08,,,,,,,,,20.16,,,,,,
45.17,,,,,,,,,42.08,,,,,,
51.67,,,,,,,,,29.41,,,,,,
44.85,,,,,,,,,20.14,,,,,,
28.42,,,,,,,,,40.71,,,,,,
54.67,,,,,,,,,38.81,,,,,,
47.74,,,,,,,,,29.22,,,,,,
52.62,,,,,,,,,30.85,,,,,,
48.3,,,,,,,,,44.15,,,,,,
38.79,,,,,,,,,22.67,,,,,,
